direction,stop_district,stop_id,stop_lat,stop_lon,stop_name,line,service
1,2807916,par_6_388,40.4572944919845,-3.64925509677768,Moscatelar-Parma,120,emt
1,2807916,par_6_386,40.4572470266825,-3.65368858465166,Ulises-Asura,120,emt
1,2807915,par_6_384,40.4562386969856,-3.65595842570599,Arturo Soria,120,emt
1,2807915,par_6_464,40.454944543749214,-3.65857923367576,José Silva-Agastia,120,emt
1,2807915,par_6_409,40.453738065170995,-3.66161247447079,Avenida de la Paz 2,120,emt
1,2807905,par_6_462,40.4526230078517,-3.66596812061237,Avenida de la Paz 1,120,emt
1,2807905,par_6_411,40.45267126979621,-3.66853664353517,Alfonso XIII-Ramón y Cajal,120,emt
1,2807905,par_6_460,40.452494997377,-3.67097615979181,Ramón y Cajal-Gabriel y Galán,120,emt
1,2807905,par_6_458,40.451909724279496,-3.67402484560371,Ramón y Cajal-Víctor de la Serna,120,emt
1,2807905,par_6_413,40.451810690387504,-3.67710193651738,Parque de Berlín,120,emt
1,2807905,par_6_456,40.4519234109621,-3.68092413494886,Hospital San Rafael,120,emt
1,2807905,par_6_454,40.4520787451173,-3.68513596123888,Sagrados Corazones,120,emt
1,2807905,par_6_4179,40.4522690859774,-3.68949484484084,Lima-Santiago Bernabéu,120,emt
1,2807905,par_6_45,40.4516639829628,-3.69050253264753,Plaza Lima,120,emt
0,2807910,par_6_3190,40.395210960877,-3.7681336199430095,Campamento,121,emt
0,2807910,par_6_2326,40.3959250474617,-3.76845509240583,Campamento,121,emt
0,2807910,par_6_5789,40.3969158667537,-3.76576196175619,Illescas-Centro de Salud,121,emt
0,2807910,par_6_636,40.395833989248295,-3.76451833888461,Illescas-Escalona,121,emt
0,2807910,par_6_3191,40.394143836127895,-3.76261392540409,Illescas 34,121,emt
0,2807910,par_6_634,40.39289359068471,-3.7609384286944,Illescas-Tembleque,121,emt
0,2807910,par_6_1480,40.3923110375701,-3.7584158469907294,Illescas-Valmojado,121,emt
0,2807910,par_6_1482,40.3896601871182,-3.75874957383955,Valmojado-Parque Aluche,121,emt
0,2807910,par_6_1484,40.38697212104229,-3.75994957610348,Valmojado-Maqueda,121,emt
0,2807910,par_6_658,40.3848219100316,-3.76087129627859,Intercambiador de Aluche,121,emt
0,2807910,par_6_660,40.3818420388191,-3.75779828338099,Avenida de los Poblados-Comisaría,121,emt
0,2807911,par_6_662,40.378412909127604,-3.7559103745456297,Polideportivo Las Cruces,121,emt
0,2807911,par_6_3187,40.3765455267784,-3.75075519592816,Plaza del Parterre,121,emt
0,2807911,par_6_2463,40.3762149633141,-3.74893554436585,Avenida de los Poblados-Eugenia Montijo,121,emt
