ds,2807905-2807901
2020-03-18 13:00:00,117.421
2020-03-18 14:00:00,181.985
2020-03-18 15:00:00,222.213
2020-03-18 16:00:00,93.356
2020-03-18 17:00:00,123.018
2020-03-18 18:00:00,109.252
2020-03-18 19:00:00,163.706
2020-03-18 20:00:00,83.751
2020-03-18 21:00:00,76.931
2020-03-18 22:00:00,37.69
2020-03-18 23:00:00,28.656
2020-03-19 00:00:00,22.295
2020-03-19 01:00:00,16.444
2020-03-19 02:00:00,17.111
2020-03-19 03:00:00,10.337
2020-03-19 04:00:00,17.008
2020-03-19 05:00:00,53.564
2020-03-19 06:00:00,131.274
2020-03-19 07:00:00,102.952
2020-03-19 08:00:00,115.102
2020-03-19 09:00:00,96.538
2020-03-19 10:00:00,117.665
2020-03-19 11:00:00,64.625
2020-03-19 12:00:00,124.886
2020-03-19 13:00:00,93.244
2020-03-19 14:00:00,187.449
2020-03-19 15:00:00,120.488
2020-03-19 16:00:00,94.297
2020-03-19 17:00:00,97.536
2020-03-19 18:00:00,106.542
2020-03-19 19:00:00,150.272
2020-03-19 20:00:00,95.746
2020-03-19 21:00:00,65.719
2020-03-19 22:00:00,25.855
2020-03-19 23:00:00,5.897
2020-03-20 00:00:00,16.133
2020-03-20 01:00:00,15.689
2020-03-20 02:00:00,33.21
2020-03-20 03:00:00,11.439
2020-03-20 04:00:00,5.526
2020-03-20 05:00:00,44.258
2020-03-20 06:00:00,74.971
2020-03-20 07:00:00,108.103
2020-03-20 08:00:00,71.22
2020-03-20 09:00:00,121.807
2020-03-20 10:00:00,104.215
2020-03-20 11:00:00,115.188
2020-03-20 12:00:00,80.976
2020-03-20 13:00:00,145.095
2020-03-20 14:00:00,152.151
2020-03-20 15:00:00,106.206
2020-03-20 16:00:00,126.362
2020-03-20 17:00:00,56.765
2020-03-20 18:00:00,71.997
2020-03-20 19:00:00,111.181
2020-03-20 20:00:00,79.668
2020-03-20 21:00:00,34.788
2020-03-20 22:00:00,27.194
2020-03-20 23:00:00,11.663
2020-03-21 00:00:00,27.428
2020-03-21 01:00:00,4.973
2020-03-21 02:00:00,9.945
2020-03-21 03:00:00,12.172
2020-03-21 04:00:00,11.483
2020-03-21 05:00:00,5.64
2020-03-21 06:00:00,29.422
2020-03-21 07:00:00,14.918
2020-03-21 08:00:00,28.452
2020-03-21 09:00:00,22.416
2020-03-21 10:00:00,40.411
2020-03-21 11:00:00,28.625
2020-03-21 12:00:00,52.386
2020-03-21 13:00:00,63.403
2020-03-21 14:00:00,64.407
2020-03-21 15:00:00,68.996
2020-03-21 16:00:00,57.568
2020-03-21 17:00:00,53.153
2020-03-21 18:00:00,37.785
2020-03-21 19:00:00,43.089
2020-03-21 20:00:00,33.951
2020-03-21 21:00:00,34.311
2020-03-21 22:00:00,32.496
2020-03-21 23:00:00,21.279
2020-03-22 00:00:00,16.666
2020-03-22 01:00:00,12.033
2020-03-22 02:00:00,0.0
2020-03-22 03:00:00,0.0
2020-03-22 04:00:00,0.0
2020-03-22 05:00:00,5.65
2020-03-22 06:00:00,0.0
2020-03-22 07:00:00,34.777
2020-03-22 08:00:00,22.407
2020-03-22 09:00:00,48.673
2020-03-22 10:00:00,16.464
2020-03-22 11:00:00,16.871
2020-03-22 12:00:00,10.815
2020-03-22 13:00:00,18.577
2020-03-22 14:00:00,35.418
2020-03-22 15:00:00,53.874
2020-03-22 16:00:00,22.235
2020-03-22 17:00:00,49.658
2020-03-22 18:00:00,53.412
2020-03-22 19:00:00,26.678
2020-03-22 20:00:00,31.663
2020-03-22 21:00:00,41.112
2020-03-22 22:00:00,33.056
2020-03-22 23:00:00,16.226
2020-03-23 00:00:00,9.925
2020-03-23 01:00:00,10.586
2020-03-23 02:00:00,5.623
2020-03-23 03:00:00,21.831
2020-03-23 04:00:00,16.584
2020-03-23 05:00:00,23.798
2020-03-23 06:00:00,96.987
2020-03-23 07:00:00,132.666
2020-03-23 08:00:00,110.706
2020-03-23 09:00:00,103.042
2020-03-23 10:00:00,84.04
2020-03-23 11:00:00,66.693
2020-03-23 12:00:00,111.491
2020-03-23 13:00:00,53.76
2020-03-23 14:00:00,128.829
2020-03-23 15:00:00,132.62
2020-03-23 16:00:00,71.294
2020-03-23 17:00:00,58.758
2020-03-23 18:00:00,98.357
2020-03-23 19:00:00,93.106
2020-03-23 20:00:00,83.619
2020-03-23 21:00:00,81.33
2020-03-23 22:00:00,10.586
2020-03-23 23:00:00,16.197
2020-03-24 00:00:00,5.678
2020-03-24 01:00:00,7.164
2020-03-24 02:00:00,12.047
2020-03-24 03:00:00,16.369
2020-03-24 04:00:00,10.406
2020-03-24 05:00:00,28.871
2020-03-24 06:00:00,93.209
2020-03-24 07:00:00,85.779
2020-03-24 08:00:00,85.334
2020-03-24 09:00:00,49.349
2020-03-24 10:00:00,45.901
2020-03-24 11:00:00,83.65
2020-03-24 12:00:00,63.148
2020-03-24 13:00:00,116.624
2020-03-24 14:00:00,82.646
2020-03-24 15:00:00,91.774
2020-03-24 16:00:00,92.669
2020-03-24 17:00:00,106.679
2020-03-24 18:00:00,94.312
2020-03-24 19:00:00,96.897
2020-03-24 20:00:00,87.276
2020-03-24 21:00:00,69.524
2020-03-24 22:00:00,60.099
2020-03-24 23:00:00,28.464
2020-03-25 00:00:00,5.724
2020-03-25 01:00:00,17.172
2020-03-25 02:00:00,5.04
2020-03-25 03:00:00,21.886
2020-03-25 04:00:00,16.488
2020-03-25 05:00:00,22.869
2020-03-25 06:00:00,68.431
2020-03-25 07:00:00,79.653
2020-03-25 08:00:00,100.102
2020-03-25 09:00:00,77.019
2020-03-25 10:00:00,59.949
2020-03-25 11:00:00,91.087
2020-03-25 12:00:00,95.138
2020-03-25 13:00:00,100.419
2020-03-25 14:00:00,156.485
2020-03-25 15:00:00,78.324
2020-03-25 16:00:00,35.209
2020-03-25 17:00:00,101.663
2020-03-25 18:00:00,65.746
2020-03-25 19:00:00,104.801
2020-03-25 20:00:00,71.61
2020-03-25 21:00:00,59.408
2020-03-25 22:00:00,31.607
2020-03-25 23:00:00,16.048
2020-03-26 00:00:00,5.695
2020-03-26 01:00:00,11.283
2020-03-26 02:00:00,23.277
2020-03-26 03:00:00,5.695
2020-03-26 04:00:00,17.534
2020-03-26 05:00:00,67.73
2020-03-26 06:00:00,75.732
2020-03-26 07:00:00,87.887
2020-03-26 08:00:00,96.099
2020-03-26 09:00:00,99.405
2020-03-26 10:00:00,80.328
2020-03-26 11:00:00,74.412
2020-03-26 12:00:00,74.588
2020-03-26 13:00:00,70.522
2020-03-26 14:00:00,150.922
2020-03-26 15:00:00,130.749
2020-03-26 16:00:00,75.543
2020-03-26 17:00:00,103.412
2020-03-26 18:00:00,91.397
2020-03-26 19:00:00,85.9
2020-03-26 20:00:00,68.557
2020-03-26 21:00:00,48.737
2020-03-26 22:00:00,57.026
2020-03-26 23:00:00,15.097
2020-03-27 00:00:00,27.719
2020-03-27 01:00:00,10.817
2020-03-27 02:00:00,33.709
2020-03-27 03:00:00,17.082
2020-03-27 04:00:00,17.884
2020-03-27 05:00:00,55.094
2020-03-27 06:00:00,112.783
2020-03-27 07:00:00,110.302
2020-03-27 08:00:00,65.683
2020-03-27 09:00:00,98.747
2020-03-27 10:00:00,76.917
2020-03-27 11:00:00,119.009
2020-03-27 12:00:00,81.522
2020-03-27 13:00:00,128.102
2020-03-27 14:00:00,133.206
2020-03-27 15:00:00,87.486
2020-03-27 16:00:00,103.7
2020-03-27 17:00:00,89.105
2020-03-27 18:00:00,42.075
2020-03-27 19:00:00,63.661
2020-03-27 20:00:00,86.772
2020-03-27 21:00:00,25.034
2020-03-27 22:00:00,22.266
2020-03-27 23:00:00,12.72
2020-03-28 00:00:00,15.396
2020-03-28 01:00:00,5.132
2020-03-28 02:00:00,11.843
2020-03-28 03:00:00,5.798
2020-03-28 04:00:00,0.0
2020-03-28 05:00:00,23.509
2020-03-28 06:00:00,22.872
2020-03-28 07:00:00,27.659
2020-03-28 08:00:00,29.114
2020-03-28 09:00:00,19.355
2020-03-28 10:00:00,36.1
2020-03-28 11:00:00,41.706
2020-03-28 12:00:00,31.835
2020-03-28 13:00:00,70.156
2020-03-28 14:00:00,22.597
2020-03-28 15:00:00,33.778
2020-03-28 16:00:00,38.271
2020-03-28 17:00:00,25.026
2020-03-28 18:00:00,42.149
2020-03-28 19:00:00,36.598
2020-03-28 20:00:00,34.56
2020-03-28 21:00:00,27.796
2020-03-28 22:00:00,20.528
2020-03-28 23:00:00,5.132
2020-03-29 00:00:00,12.574
2020-03-29 01:00:00,0.0
2020-03-29 02:00:00,0.0
2020-03-29 03:00:00,0.0
2020-03-29 04:00:00,5.577
2020-03-29 05:00:00,11.864
2020-03-29 06:00:00,18.701
2020-03-29 07:00:00,45.435
2020-03-29 08:00:00,20.139
2020-03-29 09:00:00,14.152
2020-03-29 10:00:00,31.507
2020-03-29 11:00:00,36.343
2020-03-29 12:00:00,23.634
2020-03-29 13:00:00,30.713
2020-03-29 14:00:00,95.885
2020-03-29 15:00:00,53.636
2020-03-29 16:00:00,49.133
2020-03-29 17:00:00,26.267
2020-03-29 18:00:00,30.136
2020-03-29 19:00:00,42.438
2020-03-29 20:00:00,18.151
2020-03-29 21:00:00,34.881
2020-03-29 22:00:00,59.28
2020-03-29 23:00:00,5.577
2020-03-30 00:00:00,37.506
2020-03-30 01:00:00,6.523
2020-03-30 02:00:00,12.177
2020-03-30 03:00:00,15.441
2020-03-30 04:00:00,12.242
2020-03-30 05:00:00,28.618
2020-03-30 06:00:00,28.725
2020-03-30 07:00:00,84.47
2020-03-30 08:00:00,45.37
2020-03-30 09:00:00,56.478
2020-03-30 10:00:00,44.679
2020-03-30 11:00:00,53.68
2020-03-30 12:00:00,70.495
2020-03-30 13:00:00,137.431
2020-03-30 14:00:00,161.598
2020-03-30 15:00:00,76.043
2020-03-30 16:00:00,79.668
2020-03-30 17:00:00,56.857
2020-03-30 18:00:00,51.661
2020-03-30 19:00:00,71.704
2020-03-30 20:00:00,92.215
2020-03-30 21:00:00,46.507
2020-03-30 22:00:00,23.655
2020-03-30 23:00:00,32.014
2020-03-31 00:00:00,11.128
2020-03-31 01:00:00,5.888
2020-03-31 02:00:00,23.655
2020-03-31 03:00:00,0.0
2020-03-31 04:00:00,24.397
2020-03-31 05:00:00,6.522
2020-03-31 06:00:00,61.121
2020-03-31 07:00:00,61.415
2020-03-31 08:00:00,75.969
2020-03-31 09:00:00,103.433
2020-03-31 10:00:00,41.185
2020-03-31 11:00:00,54.211
2020-03-31 12:00:00,78.013
2020-03-31 13:00:00,135.617
2020-03-31 14:00:00,79.834
2020-03-31 15:00:00,102.125
2020-03-31 16:00:00,77.975
2020-03-31 17:00:00,62.672
2020-03-31 18:00:00,48.349
2020-03-31 19:00:00,96.466
2020-03-31 20:00:00,62.683
2020-03-31 21:00:00,25.459
2020-03-31 22:00:00,40.973
2020-03-31 23:00:00,12.025
2020-04-01 00:00:00,0.0
2020-04-01 01:00:00,5.835
2020-04-01 02:00:00,0.0
2020-04-01 03:00:00,0.0
2020-04-01 04:00:00,0.0
2020-04-01 05:00:00,23.729
2020-04-01 06:00:00,65.619
2020-04-01 07:00:00,30.338
2020-04-01 08:00:00,49.73
2020-04-01 09:00:00,40.665
2020-04-01 10:00:00,49.541
2020-04-01 11:00:00,74.974
2020-04-01 12:00:00,110.696
2020-04-01 13:00:00,116.909
2020-04-01 14:00:00,71.793
2020-04-01 15:00:00,56.208
2020-04-01 16:00:00,22.619
2020-04-01 17:00:00,43.572
2020-04-01 18:00:00,62.737
2020-04-01 19:00:00,80.285
2020-04-01 20:00:00,55.983
2020-04-01 21:00:00,18.634
2020-04-01 22:00:00,33.059
2020-04-01 23:00:00,16.125
2020-04-02 00:00:00,17.51
2020-04-02 01:00:00,0.0
2020-04-02 02:00:00,11.646
2020-04-02 03:00:00,5.139
2020-04-02 04:00:00,10.962
2020-04-02 05:00:00,18.331
2020-04-02 06:00:00,72.225
2020-04-02 07:00:00,60.623
2020-04-02 08:00:00,42.416
2020-04-02 09:00:00,53.968
2020-04-02 10:00:00,26.242
2020-04-02 11:00:00,62.825
2020-04-02 12:00:00,87.708
2020-04-02 13:00:00,80.831
2020-04-02 14:00:00,64.622
2020-04-02 15:00:00,92.304
2020-04-02 16:00:00,39.636
2020-04-02 17:00:00,50.838
2020-04-02 18:00:00,85.295
2020-04-02 19:00:00,75.332
2020-04-02 20:00:00,78.474
2020-04-02 21:00:00,18.187
2020-04-02 22:00:00,47.48
2020-04-02 23:00:00,32.625
2020-04-03 00:00:00,11.958
2020-04-03 01:00:00,0.0
2020-04-03 02:00:00,16.485
2020-04-03 03:00:00,11.958
2020-04-03 04:00:00,11.958
2020-04-03 05:00:00,12.574
2020-04-03 06:00:00,47.43
2020-04-03 07:00:00,86.745
2020-04-03 08:00:00,85.283
2020-04-03 09:00:00,46.99
2020-04-03 10:00:00,36.617
2020-04-03 11:00:00,73.957
2020-04-03 12:00:00,58.701
2020-04-03 13:00:00,77.61
2020-04-03 14:00:00,132.068
2020-04-03 15:00:00,104.49
2020-04-03 16:00:00,86.493
2020-04-03 17:00:00,75.234
2020-04-03 18:00:00,42.646
2020-04-03 19:00:00,34.777
2020-04-03 20:00:00,36.704
2020-04-03 21:00:00,22.463
2020-04-03 22:00:00,31.277
2020-04-03 23:00:00,12.0
2020-04-04 00:00:00,29.934
2020-04-04 01:00:00,11.308
2020-04-04 02:00:00,0.0
2020-04-04 03:00:00,6.011
2020-04-04 04:00:00,0.0
2020-04-04 05:00:00,11.308
2020-04-04 06:00:00,22.658
2020-04-04 07:00:00,31.84
2020-04-04 08:00:00,36.172
2020-04-04 09:00:00,53.214
2020-04-04 10:00:00,53.877
2020-04-04 11:00:00,23.066
2020-04-04 12:00:00,18.483
2020-04-04 13:00:00,82.443
2020-04-04 14:00:00,55.335
2020-04-04 15:00:00,47.934
2020-04-04 16:00:00,81.993
2020-04-04 17:00:00,36.05
2020-04-04 18:00:00,17.918
2020-04-04 19:00:00,34.572
2020-04-04 20:00:00,29.051
2020-04-04 21:00:00,45.312
2020-04-04 22:00:00,18.52
2020-04-04 23:00:00,30.129
2020-04-05 00:00:00,11.673
2020-04-05 01:00:00,0.0
2020-04-05 02:00:00,5.961
2020-04-05 03:00:00,0.0
2020-04-05 04:00:00,5.283
2020-04-05 05:00:00,16.527
2020-04-05 06:00:00,29.491
2020-04-05 07:00:00,5.283
2020-04-05 08:00:00,30.403
2020-04-05 09:00:00,10.942
2020-04-05 10:00:00,16.528
2020-04-05 11:00:00,29.129
2020-04-05 12:00:00,27.773
2020-04-05 13:00:00,22.722
2020-04-05 14:00:00,40.514
2020-04-05 15:00:00,53.97
2020-04-05 16:00:00,35.516
2020-04-05 17:00:00,51.263
2020-04-05 18:00:00,15.931
2020-04-05 19:00:00,35.199
2020-04-05 20:00:00,34.908
2020-04-05 21:00:00,36.886
2020-04-05 22:00:00,21.811
2020-04-05 23:00:00,5.283
2020-04-06 00:00:00,19.967
2020-04-06 01:00:00,0.0
2020-04-06 02:00:00,11.061
2020-04-06 03:00:00,16.848
2020-04-06 04:00:00,5.865
2020-04-06 05:00:00,34.521
2020-04-06 06:00:00,56.949
2020-04-06 07:00:00,57.146
2020-04-06 08:00:00,64.505
2020-04-06 09:00:00,97.98
2020-04-06 10:00:00,59.332
2020-04-06 11:00:00,49.334
2020-04-06 12:00:00,77.476
2020-04-06 13:00:00,60.723
2020-04-06 14:00:00,104.19
2020-04-06 15:00:00,68.455
2020-04-06 16:00:00,75.373
2020-04-06 17:00:00,49.483
2020-04-06 18:00:00,80.114
2020-04-06 19:00:00,55.274
2020-04-06 20:00:00,70.267
2020-04-06 21:00:00,32.482
2020-04-06 22:00:00,37.041
2020-04-06 23:00:00,27.987
2020-04-07 00:00:00,18.096
2020-04-07 01:00:00,10.452
2020-04-07 02:00:00,5.226
2020-04-07 03:00:00,16.368
2020-04-07 04:00:00,11.142
2020-04-07 05:00:00,24.099
2020-04-07 06:00:00,56.416
2020-04-07 07:00:00,68.341
2020-04-07 08:00:00,78.536
2020-04-07 09:00:00,64.727
2020-04-07 10:00:00,61.822
2020-04-07 11:00:00,69.991
2020-04-07 12:00:00,45.958
2020-04-07 13:00:00,50.405
2020-04-07 14:00:00,124.409
2020-04-07 15:00:00,99.235
2020-04-07 16:00:00,60.867
2020-04-07 17:00:00,61.55
2020-04-07 18:00:00,55.137
2020-04-07 19:00:00,39.661
2020-04-07 20:00:00,63.654
2020-04-07 21:00:00,60.109
2020-04-07 22:00:00,22.921
2020-04-07 23:00:00,10.452
2020-04-08 00:00:00,11.121
2020-04-08 01:00:00,16.33
2020-04-08 02:00:00,11.121
2020-04-08 03:00:00,16.967
2020-04-08 04:00:00,22.453
2020-04-08 05:00:00,11.824
2020-04-08 06:00:00,52.824
2020-04-08 07:00:00,48.142
2020-04-08 08:00:00,79.901
2020-04-08 09:00:00,82.256
2020-04-08 10:00:00,60.545
2020-04-08 11:00:00,80.048
2020-04-08 12:00:00,105.883
2020-04-08 13:00:00,154.476
2020-04-08 14:00:00,73.893
2020-04-08 15:00:00,91.526
2020-04-08 16:00:00,73.539
2020-04-08 17:00:00,39.209
2020-04-08 18:00:00,60.615
2020-04-08 19:00:00,72.369
2020-04-08 20:00:00,53.506
2020-04-08 21:00:00,31.48
2020-04-08 22:00:00,23.099
2020-04-08 23:00:00,20.836
2020-04-09 00:00:00,5.192
2020-04-09 01:00:00,12.616
2020-04-09 02:00:00,0.0
2020-04-09 03:00:00,11.846
2020-04-09 04:00:00,0.0
2020-04-09 05:00:00,11.704
2020-04-09 06:00:00,35.543
2020-04-09 07:00:00,35.208
2020-04-09 08:00:00,31.763
2020-04-09 09:00:00,30.033
2020-04-09 10:00:00,13.186
2020-04-09 11:00:00,36.185
2020-04-09 12:00:00,34.035
2020-04-09 13:00:00,17.744
2020-04-09 14:00:00,38.935
2020-04-09 15:00:00,61.53
2020-04-09 16:00:00,21.498
2020-04-09 17:00:00,24.315
2020-04-09 18:00:00,36.851
2020-04-09 19:00:00,21.498
2020-04-09 20:00:00,17.618
2020-04-09 21:00:00,5.192
2020-04-09 22:00:00,35.367
2020-04-09 23:00:00,5.192
2020-04-10 00:00:00,16.775
2020-04-10 01:00:00,5.916
2020-04-10 02:00:00,0.0
2020-04-10 03:00:00,17.934
2020-04-10 04:00:00,5.916
2020-04-10 05:00:00,12.222
2020-04-10 06:00:00,29.324
2020-04-10 07:00:00,22.749
2020-04-10 08:00:00,16.668
2020-04-10 09:00:00,74.869
2020-04-10 10:00:00,23.19
2020-04-10 11:00:00,30.204
2020-04-10 12:00:00,29.241
2020-04-10 13:00:00,22.929
2020-04-10 14:00:00,45.403
2020-04-10 15:00:00,32.782
2020-04-10 16:00:00,52.832
2020-04-10 17:00:00,32.837
2020-04-10 18:00:00,19.231
2020-04-10 19:00:00,27.405
2020-04-10 20:00:00,18.849
2020-04-10 21:00:00,17.832
2020-04-10 22:00:00,33.211
2020-04-10 23:00:00,33.203
2020-04-11 00:00:00,10.4
2020-04-11 01:00:00,5.912
2020-04-11 02:00:00,11.112
2020-04-11 03:00:00,5.2
2020-04-11 04:00:00,11.112
2020-04-11 05:00:00,21.513
2020-04-11 06:00:00,27.535
2020-04-11 07:00:00,18.151
2020-04-11 08:00:00,25.367
2020-04-11 09:00:00,19.504
2020-04-11 10:00:00,15.629
2020-04-11 11:00:00,42.652
2020-04-11 12:00:00,70.487
2020-04-11 13:00:00,61.469
2020-04-11 14:00:00,24.236
2020-04-11 15:00:00,91.542
2020-04-11 16:00:00,40.613
2020-04-11 17:00:00,28.513
2020-04-11 18:00:00,32.243
2020-04-11 19:00:00,16.312
2020-04-11 20:00:00,29.525
2020-04-11 21:00:00,33.118
2020-04-11 22:00:00,16.548
2020-04-11 23:00:00,31.201
2020-04-12 00:00:00,5.222
2020-04-12 01:00:00,5.883
2020-04-12 02:00:00,5.914
2020-04-12 03:00:00,0.0
2020-04-12 04:00:00,12.419
2020-04-12 05:00:00,11.828
2020-04-12 06:00:00,30.457
2020-04-12 07:00:00,17.444
2020-04-12 08:00:00,29.566
2020-04-12 09:00:00,22.241
2020-04-12 10:00:00,21.562
2020-04-12 11:00:00,19.48
2020-04-12 12:00:00,38.076
2020-04-12 13:00:00,36.99
2020-04-12 14:00:00,60.29
2020-04-12 15:00:00,35.0
2020-04-12 16:00:00,37.262
2020-04-12 17:00:00,41.11
2020-04-12 18:00:00,17.037
2020-04-12 19:00:00,29.331
2020-04-12 20:00:00,32.804
2020-04-12 21:00:00,17.633
2020-04-12 22:00:00,54.974
2020-04-12 23:00:00,10.444
2020-04-13 00:00:00,10.251
2020-04-13 01:00:00,10.957
2020-04-13 02:00:00,0.0
2020-04-13 03:00:00,21.914
2020-04-13 04:00:00,5.126
2020-04-13 05:00:00,24.662
2020-04-13 06:00:00,67.231
2020-04-13 07:00:00,104.568
2020-04-13 08:00:00,102.918
2020-04-13 09:00:00,94.767
2020-04-13 10:00:00,90.268
2020-04-13 11:00:00,70.07
2020-04-13 12:00:00,60.206
2020-04-13 13:00:00,99.239
2020-04-13 14:00:00,112.897
2020-04-13 15:00:00,136.644
2020-04-13 16:00:00,76.359
2020-04-13 17:00:00,35.781
2020-04-13 18:00:00,61.764
2020-04-13 19:00:00,89.848
2020-04-13 20:00:00,47.825
2020-04-13 21:00:00,47.956
2020-04-13 22:00:00,22.084
2020-04-13 23:00:00,10.957
2020-04-14 00:00:00,12.477
2020-04-14 01:00:00,0.0
2020-04-14 02:00:00,10.834
2020-04-14 03:00:00,11.425
2020-04-14 04:00:00,15.9
2020-04-14 05:00:00,25.401
2020-04-14 06:00:00,46.239
2020-04-14 07:00:00,88.525
2020-04-14 08:00:00,85.739
2020-04-14 09:00:00,70.927
2020-04-14 10:00:00,47.267
2020-04-14 11:00:00,76.431
2020-04-14 12:00:00,78.436
2020-04-14 13:00:00,162.841
2020-04-14 14:00:00,116.586
2020-04-14 15:00:00,149.123
2020-04-14 16:00:00,66.971
2020-04-14 17:00:00,67.745
2020-04-14 18:00:00,63.962
2020-04-14 19:00:00,113.44
2020-04-14 20:00:00,85.568
2020-04-14 21:00:00,36.484
2020-04-14 22:00:00,48.736
2020-04-14 23:00:00,10.132
2020-04-15 00:00:00,61.723
2020-04-15 01:00:00,28.683
2020-04-15 02:00:00,11.078
2020-04-15 03:00:00,22.814
2020-04-15 04:00:00,29.708
2020-04-15 05:00:00,52.554
2020-04-15 06:00:00,44.923
2020-04-15 07:00:00,93.15
2020-04-15 08:00:00,137.128
2020-04-15 09:00:00,87.284
2020-04-15 10:00:00,115.216
2020-04-15 11:00:00,107.306
2020-04-15 12:00:00,150.582
2020-04-15 13:00:00,205.787
2020-04-15 14:00:00,162.133
2020-04-15 15:00:00,159.36
2020-04-15 16:00:00,100.654
2020-04-15 17:00:00,119.831
2020-04-15 18:00:00,119.566
2020-04-15 19:00:00,159.655
2020-04-15 20:00:00,103.308
2020-04-15 21:00:00,105.53
2020-04-15 22:00:00,91.858
2020-04-15 23:00:00,21.607
2020-04-16 00:00:00,61.723
2020-04-16 01:00:00,28.683
2020-04-16 02:00:00,11.078
2020-04-16 03:00:00,22.814
2020-04-16 04:00:00,29.708
2020-04-16 05:00:00,36.152
2020-04-16 06:00:00,36.146
2020-04-16 07:00:00,87.087
2020-04-16 08:00:00,101.59
2020-04-16 09:00:00,78.053
2020-04-16 10:00:00,115.216
2020-04-16 11:00:00,104.954
2020-04-16 12:00:00,42.318
2020-04-16 13:00:00,132.734
2020-04-16 14:00:00,173.705
2020-04-16 15:00:00,159.362
2020-04-16 16:00:00,100.655
2020-04-16 17:00:00,119.83
2020-04-16 18:00:00,113.711
2020-04-16 19:00:00,159.657
2020-04-16 20:00:00,85.749
2020-04-16 21:00:00,105.531
2020-04-16 22:00:00,86.058
2020-04-16 23:00:00,18.218
2020-04-17 00:00:00,26.129
2020-04-17 01:00:00,5.872
2020-04-17 02:00:00,5.204
2020-04-17 03:00:00,41.42
2020-04-17 04:00:00,33.23
2020-04-17 05:00:00,44.304
2020-04-17 06:00:00,29.757
2020-04-17 07:00:00,116.866
2020-04-17 08:00:00,102.233
2020-04-17 09:00:00,70.519
2020-04-17 10:00:00,73.504
2020-04-17 11:00:00,75.328
2020-04-17 12:00:00,161.022
2020-04-17 13:00:00,97.192
2020-04-17 14:00:00,162.293
2020-04-17 15:00:00,145.068
2020-04-17 16:00:00,67.674
2020-04-17 17:00:00,77.874
2020-04-17 18:00:00,79.765
2020-04-17 19:00:00,85.195
2020-04-17 20:00:00,53.389
2020-04-17 21:00:00,72.954
2020-04-17 22:00:00,52.738
2020-04-17 23:00:00,22.743
2020-04-18 00:00:00,17.06
2020-04-18 01:00:00,5.897
2020-04-18 02:00:00,22.957
2020-04-18 03:00:00,5.897
2020-04-18 04:00:00,15.661
2020-04-18 05:00:00,16.429
2020-04-18 06:00:00,33.148
2020-04-18 07:00:00,34.044
2020-04-18 08:00:00,34.095
2020-04-18 09:00:00,58.438
2020-04-18 10:00:00,28.716
2020-04-18 11:00:00,39.618
2020-04-18 12:00:00,60.628
2020-04-18 13:00:00,113.727
2020-04-18 14:00:00,139.446
2020-04-18 15:00:00,78.162
2020-04-18 16:00:00,46.995
2020-04-18 17:00:00,71.933
2020-04-18 18:00:00,53.632
2020-04-18 19:00:00,80.744
2020-04-18 20:00:00,43.829
2020-04-18 21:00:00,40.573
2020-04-18 22:00:00,34.442
2020-04-18 23:00:00,15.798
2020-04-19 00:00:00,6.845
2020-04-19 01:00:00,0.0
2020-04-19 02:00:00,0.0
2020-04-19 03:00:00,0.0
2020-04-19 04:00:00,28.732
2020-04-19 05:00:00,0.0
2020-04-19 06:00:00,17.748
2020-04-19 07:00:00,0.0
2020-04-19 08:00:00,41.103
2020-04-19 09:00:00,22.968
2020-04-19 10:00:00,30.803
2020-04-19 11:00:00,54.138
2020-04-19 12:00:00,34.243
2020-04-19 13:00:00,45.832
2020-04-19 14:00:00,70.413
2020-04-19 15:00:00,63.112
2020-04-19 16:00:00,38.686
2020-04-19 17:00:00,29.407
2020-04-19 18:00:00,47.359
2020-04-19 19:00:00,29.694
2020-04-19 20:00:00,50.243
2020-04-19 21:00:00,22.341
2020-04-19 22:00:00,56.386
2020-04-19 23:00:00,17.551
2020-04-20 00:00:00,12.111
2020-04-20 01:00:00,11.07
2020-04-20 02:00:00,10.478
2020-04-20 03:00:00,11.921
2020-04-20 04:00:00,16.901
2020-04-20 05:00:00,35.392
2020-04-20 06:00:00,60.657
2020-04-20 07:00:00,91.783
2020-04-20 08:00:00,113.874
2020-04-20 09:00:00,36.253
2020-04-20 10:00:00,66.318
2020-04-20 11:00:00,123.731
2020-04-20 12:00:00,104.925
2020-04-20 13:00:00,168.586
2020-04-20 14:00:00,116.123
2020-04-20 15:00:00,191.352
2020-04-20 16:00:00,67.789
2020-04-20 17:00:00,86.16
2020-04-20 18:00:00,122.206
2020-04-20 19:00:00,64.117
2020-04-20 20:00:00,114.773
2020-04-20 21:00:00,42.974
2020-04-20 22:00:00,49.804
2020-04-20 23:00:00,23.717
2020-04-21 00:00:00,30.599
2020-04-21 01:00:00,22.067
2020-04-21 02:00:00,15.785
2020-04-21 03:00:00,5.811
2020-04-21 04:00:00,22.008
2020-04-21 05:00:00,16.815
2020-04-21 06:00:00,77.499
2020-04-21 07:00:00,84.205
2020-04-21 08:00:00,66.131
2020-04-21 09:00:00,82.013
2020-04-21 10:00:00,90.106
2020-04-21 11:00:00,116.687
2020-04-21 12:00:00,150.619
2020-04-21 13:00:00,106.417
2020-04-21 14:00:00,143.422
2020-04-21 15:00:00,91.058
2020-04-21 16:00:00,51.613
2020-04-21 17:00:00,60.087
2020-04-21 18:00:00,75.464
