ds,y,t-168Mod,Lunes12_17,Accup
2020-07-01 15:00:00,679.734,594.8778000000001,False,False
2020-07-01 16:00:00,633.472,549.007,False,False
2020-07-01 17:00:00,713.035,381.51469999999995,False,True
2020-07-01 18:00:00,801.843,695.2693,False,False
2020-07-01 19:00:00,742.993,420.43889999999993,False,False
2020-07-01 20:00:00,647.225,607.661,False,True
2020-07-01 21:00:00,556.084,354.199,False,False
2020-07-01 22:00:00,368.91,274.864,False,False
2020-07-01 23:00:00,196.047,178.072,False,False
2020-07-02 00:00:00,178.347,260.914,False,True
2020-07-02 01:00:00,69.532,81.263,False,False
2020-07-02 02:00:00,62.568,67.733,False,False
2020-07-02 03:00:00,59.405,50.465,False,False
2020-07-02 04:00:00,51.675,51.828,False,False
2020-07-02 05:00:00,75.195,108.648,False,False
2020-07-02 06:00:00,167.036,195.767,False,False
2020-07-02 07:00:00,353.559,416.754,False,False
2020-07-02 08:00:00,426.942,532.844,False,False
2020-07-02 09:00:00,494.784,505.167,False,False
2020-07-02 10:00:00,547.36,488.957,False,False
2020-07-02 11:00:00,578.26,606.272,False,False
2020-07-02 12:00:00,566.574,617.818,False,False
2020-07-02 13:00:00,615.886,712.1356000000001,False,False
2020-07-02 14:00:00,714.429,994.695,False,True
2020-07-02 15:00:00,655.184,499.51089999999994,False,False
2020-07-02 16:00:00,613.801,608.228,False,False
2020-07-02 17:00:00,668.52,668.992,False,False
2020-07-02 18:00:00,676.971,772.3067000000001,False,False
2020-07-02 19:00:00,810.034,495.22619999999995,False,True
2020-07-02 20:00:00,621.081,652.227,False,False
2020-07-02 21:00:00,367.254,462.193,False,False
2020-07-02 22:00:00,258.086,326.556,False,False
2020-07-02 23:00:00,214.79,185.125,False,False
2020-07-03 00:00:00,149.71,202.882,False,False
2020-07-03 01:00:00,118.464,126.903,False,False
2020-07-03 02:00:00,49.515,86.979,False,True
2020-07-03 03:00:00,49.621,55.961,False,False
2020-07-03 04:00:00,54.719,70.71240000000002,False,False
2020-07-03 05:00:00,107.069,39.0481,False,False
2020-07-03 06:00:00,207.848,174.681,False,False
2020-07-03 07:00:00,392.504,320.786,False,False
2020-07-03 08:00:00,488.059,364.704,False,False
2020-07-03 09:00:00,433.154,448.954,False,False
2020-07-03 10:00:00,465.139,418.32,False,True
2020-07-03 11:00:00,479.267,727.023,False,False
2020-07-03 12:00:00,526.467,555.235,False,False
2020-07-03 13:00:00,607.28,617.071,False,False
2020-07-03 14:00:00,623.334,596.7639999999999,False,True
2020-07-03 15:00:00,838.712,633.242,False,False
2020-07-03 16:00:00,586.819,542.059,False,False
2020-07-03 17:00:00,609.479,603.1520000000002,False,True
2020-07-03 18:00:00,558.151,639.338,False,False
2020-07-03 19:00:00,802.659,423.3802999999999,False,True
2020-07-03 20:00:00,710.766,759.0132,False,False
2020-07-03 21:00:00,545.342,337.1305,False,False
2020-07-03 22:00:00,326.856,376.75000000000006,False,False
2020-07-03 23:00:00,197.867,126.5054,False,False
2020-07-04 00:00:00,259.707,207.365,False,True
2020-07-04 01:00:00,211.438,145.964,False,False
2020-07-04 02:00:00,98.667,135.0503,False,False
2020-07-04 03:00:00,77.44,49.4809,False,False
2020-07-04 04:00:00,75.931,68.812,False,False
2020-07-04 05:00:00,63.588,57.784,False,False
2020-07-04 06:00:00,104.002,86.145,False,False
2020-07-04 07:00:00,161.758,89.996,False,False
2020-07-04 08:00:00,192.565,206.216,False,False
2020-07-04 09:00:00,297.464,288.742,False,False
2020-07-04 10:00:00,341.864,306.545,False,False
2020-07-04 11:00:00,359.697,405.849,False,True
2020-07-04 12:00:00,496.671,332.329,False,False
2020-07-04 13:00:00,438.855,409.024,False,True
2020-07-04 14:00:00,495.414,382.755,False,False
2020-07-04 15:00:00,402.046,243.74769999999998,False,True
2020-07-04 16:00:00,451.495,380.305,False,False
2020-07-04 17:00:00,462.512,375.118,False,False
2020-07-04 18:00:00,529.735,548.212,False,False
2020-07-04 19:00:00,520.056,585.3738000000001,False,False
2020-07-04 20:00:00,578.783,529.299,False,False
2020-07-04 21:00:00,504.47,327.1597,False,False
2020-07-04 22:00:00,349.312,280.20520000000005,False,True
2020-07-04 23:00:00,208.512,101.01209999999999,False,False
2020-07-05 00:00:00,246.882,248.5483,False,False
2020-07-05 01:00:00,183.702,119.5509,False,False
2020-07-05 02:00:00,79.931,106.635,False,False
2020-07-05 03:00:00,81.287,78.601,False,False
2020-07-05 04:00:00,73.27,68.524,False,False
2020-07-05 05:00:00,65.099,71.412,False,False
2020-07-05 06:00:00,105.251,60.706,False,False
2020-07-05 07:00:00,77.448,88.645,False,False
2020-07-05 08:00:00,87.056,110.797,False,False
2020-07-05 09:00:00,108.22,205.746,False,False
2020-07-05 10:00:00,258.07,222.619,False,True
2020-07-05 11:00:00,262.624,379.716,False,False
2020-07-05 12:00:00,370.399,367.846,False,False
2020-07-05 13:00:00,316.78,327.88360000000006,False,False
2020-07-05 14:00:00,331.133,238.62789999999998,False,True
2020-07-05 15:00:00,274.792,374.3036,False,False
2020-07-05 16:00:00,318.194,255.367,False,False
2020-07-05 17:00:00,247.209,250.31579999999997,False,False
2020-07-05 18:00:00,336.454,386.547,False,False
2020-07-05 19:00:00,368.294,398.853,False,True
2020-07-05 20:00:00,321.987,362.55230000000006,False,False
2020-07-05 21:00:00,320.989,188.21599999999998,False,True
2020-07-05 22:00:00,316.483,239.55250000000004,False,False
2020-07-05 23:00:00,104.004,65.6026,False,True
2020-07-06 00:00:00,140.105,138.482,False,False
2020-07-06 01:00:00,92.77,63.38,False,True
2020-07-06 02:00:00,62.837,63.176,False,False
2020-07-06 03:00:00,54.241,66.477,False,False
2020-07-06 04:00:00,43.754,35.944,False,False
2020-07-06 05:00:00,92.496,90.479,False,False
2020-07-06 06:00:00,213.581,171.832,False,False
2020-07-06 07:00:00,398.033,389.261,False,False
2020-07-06 08:00:00,546.977,393.932,False,False
2020-07-06 09:00:00,521.438,429.081,False,False
2020-07-06 10:00:00,524.013,402.922,False,False
2020-07-06 11:00:00,476.722,317.56129999999996,False,False
2020-07-06 12:00:00,573.01,400.598,True,True
2020-07-06 13:00:00,630.851,599.7453,True,False
2020-07-06 14:00:00,926.699,414.5568,True,True
2020-07-06 15:00:00,677.772,605.3905000000001,True,False
2020-07-06 16:00:00,652.591,493.502,True,False
2020-07-06 17:00:00,631.68,330.7382,True,False
2020-07-06 18:00:00,682.545,618.134,False,False
2020-07-06 19:00:00,740.797,718.5409000000001,False,True
2020-07-06 20:00:00,578.33,520.389,False,False
2020-07-06 21:00:00,428.186,413.205,False,False
2020-07-06 22:00:00,338.436,170.8602,False,False
2020-07-06 23:00:00,178.698,127.2942,False,True
2020-07-07 00:00:00,148.294,60.032,False,False
2020-07-07 01:00:00,107.702,76.6524,False,False
2020-07-07 02:00:00,56.216,32.9175,False,False
2020-07-07 03:00:00,57.42,38.316,False,False
2020-07-07 04:00:00,75.425,51.419,False,False
2020-07-07 05:00:00,179.097,100.473,False,True
2020-07-07 06:00:00,261.186,138.91,False,False
2020-07-07 07:00:00,528.91,409.731,False,False
2020-07-07 08:00:00,520.153,541.918,False,False
2020-07-07 09:00:00,518.377,495.389,False,False
2020-07-07 10:00:00,566.144,536.833,False,False
2020-07-07 11:00:00,623.855,412.2111,False,True
2020-07-07 12:00:00,548.074,569.809,False,False
2020-07-07 13:00:00,599.493,911.0621,False,False
2020-07-07 14:00:00,902.089,439.1543,False,False
2020-07-07 15:00:00,746.178,578.638,False,True
2020-07-07 16:00:00,569.094,541.202,False,False
2020-07-07 17:00:00,704.365,669.7537,False,False
2020-07-07 18:00:00,586.879,571.475,False,False
2020-07-07 19:00:00,776.923,439.0519,False,True
2020-07-07 20:00:00,732.174,570.976,False,False
2020-07-07 21:00:00,472.208,364.474,False,False
2020-07-07 22:00:00,433.714,280.6617,False,False
2020-07-07 23:00:00,217.247,105.73639999999999,False,True
2020-07-08 00:00:00,163.678,162.726,False,False
2020-07-08 01:00:00,71.696,135.082,False,False
2020-07-08 02:00:00,37.937,93.063,False,False
2020-07-08 03:00:00,74.822,74.227,False,False
2020-07-08 04:00:00,82.355,35.253,False,False
2020-07-08 05:00:00,95.542,145.167,False,False
2020-07-08 06:00:00,163.502,197.256,False,False
2020-07-08 07:00:00,421.947,477.056,False,False
2020-07-08 08:00:00,459.286,535.925,False,False
2020-07-08 09:00:00,486.125,666.8101,False,False
2020-07-08 10:00:00,507.999,438.3547,False,True
2020-07-08 11:00:00,566.582,651.479,False,False
2020-07-08 12:00:00,487.028,625.5766000000001,False,False
2020-07-08 13:00:00,573.979,756.854,False,True
2020-07-08 14:00:00,621.499,605.7828,False,False
2020-07-08 15:00:00,705.334,747.7074000000001,False,False
2020-07-08 16:00:00,647.692,633.472,False,True
2020-07-08 17:00:00,709.763,499.12449999999995,False,False
2020-07-08 18:00:00,688.762,801.843,False,False
2020-07-08 19:00:00,726.385,817.2923000000001,False,False
2020-07-08 20:00:00,716.787,453.0575,False,True
2020-07-08 21:00:00,449.26,556.084,False,False
2020-07-08 22:00:00,340.7,405.80100000000004,False,False
2020-07-08 23:00:00,180.095,196.047,False,True
2020-07-09 00:00:00,169.166,124.8429,False,False
2020-07-09 01:00:00,111.726,69.532,False,False
2020-07-09 02:00:00,99.63,62.568,False,False
